doc_id,tone,textured,coverage_level,coverage_fraction,ml_occlusion_ratio
doc_14_2_0,lacivert,False,1,0.2,0.2066115702479339
doc_14_2_0,lacivert,False,2,0.4,0.4049586776859504
doc_14_2_0,lacivert,False,3,0.6,0.6477272727272727
doc_14_2_0,lacivert,False,4,0.8,0.8657024793388429
doc_14_2_0,lacivert,False,5,1.0,1.0
doc_14_2_0,lacivert,True,0,0.0,0.0
doc_14_2_0,lacivert,True,1,0.2,0.21074380165289255
doc_14_2_0,lacivert,True,2,0.4,0.40702479338842973
doc_14_2_0,lacivert,True,3,0.6,0.6322314049586777
doc_14_2_0,lacivert,True,4,0.8,0.8264462809917356
doc_14_2_0,lacivert,True,5,1.0,1.0
doc_14_2_1,acik_ten,False,0,0.0,0.0
doc_14_2_1,acik_ten,False,1,0.2,0.17665289256198347
doc_14_2_1,acik_ten,False,2,0.4,0.4018595041322314
doc_14_2_1,acik_ten,False,3,0.6,0.5898760330578512
doc_14_2_1,acik_ten,False,4,0.8,0.8057851239669421
doc_14_2_1,acik_ten,False,5,1.0,1.0
doc_14_2_1,acik_ten,True,0,0.0,0.0
doc_14_2_1,acik_ten,True,1,0.2,0.1962809917355372
doc_14_2_1,acik_ten,True,2,0.4,0.3925619834710744
doc_14_2_1,acik_ten,True,3,0.6,0.5981404958677686
doc_14_2_1,acik_ten,True,4,0.8,0.8057851239669421
doc_14_2_1,acik_ten,True,5,1.0,1.0
doc_14_2_1,orta_ten,False,0,0.0,0.0
doc_14_2_1,orta_ten,False,1,0.2,0.1962809917355372
doc_14_2_1,orta_ten,False,2,0.4,0.4018595041322314
doc_14_2_1,orta_ten,False,3,0.6,0.59400826446281
doc_14_2_1,orta_ten,False,4,0.8,0.8264462809917356
doc_14_2_1,orta_ten,False,5,1.0,1.0
doc_14_2_1,orta_ten,True,0,0.0,0.0
doc_14_2_1,orta_ten,True,1,0.2,0.1962809917355372
doc_14_2_1,orta_ten,True,2,0.4,0.4080578512396694
doc_14_2_1,orta_ten,True,3,0.6,0.631198347107438
doc_14_2_1,orta_ten,True,4,0.8,0.8243801652892562
doc_14_2_1,orta_ten,True,5,1.0,1.0
doc_14_2_1,koyu_ten,False,0,0.0,0.0
doc_14_2_1,koyu_ten,False,1,0.2,0.2231404958677686
doc_14_2_1,koyu_ten,False,2,0.4,0.4090909090909091
doc_14_2_1,koyu_ten,False,3,0.6,0.6146694214876033
doc_14_2_1,koyu_ten,False,4,0.8,0.8057851239669421
doc_14_2_1,koyu_ten,False,5,1.0,1.0
doc_14_2_1,koyu_ten,True,0,0.0,0.0
doc_14_2_1,koyu_ten,True,1,0.2,0.2066115702479339
doc_14_2_1,koyu_ten,True,2,0.4,0.43285123966942146
doc_14_2_1,koyu_ten,True,3,0.6,0.6342975206611571
doc_14_2_1,koyu_ten,True,4,0.8,0.8212809917355371
doc_14_2_1,koyu_ten,True,5,1.0,1.0
doc_14_2_1,turkuaz,False,0,0.0,0.0
doc_14_2_1,turkuaz,False,1,0.2,0.023760330578512397
doc_14_2_1,turkuaz,False,2,0.4,0.03615702479338843
doc_14_2_1,turkuaz,False,3,0.6,0.01756198347107438
doc_14_2_1,turkuaz,False,4,0.8,0.09607438016528926
doc_14_2_1,turkuaz,False,5,1.0,0.0
doc_14_2_1,turkuaz,True,0,0.0,0.0
doc_14_2_1,turkuaz,True,1,0.2,0.20557851239669422
doc_14_2_1,turkuaz,True,2,0.4,0.4090909090909091
doc_14_2_1,turkuaz,True,3,0.6,0.6322314049586777
doc_14_2_1,turkuaz,True,4,0.8,0.7954545454545454
doc_14_2_1,turkuaz,True,5,1.0,1.0
doc_14_2_1,lacivert,False,0,0.0,0.0
doc_14_2_1,lacivert,False,1,0.2,0.20351239669421486
doc_14_2_1,lacivert,False,2,0.4,0.4049586776859504
doc_14_2_1,lacivert,False,3,0.6,0.5981404958677686
doc_14_2_1,lacivert,False,4,0.8,0.8667355371900827
doc_14_2_1,lacivert,False,5,1.0,1.0
doc_14_2_1,lacivert,True,0,0.0,0.0
doc_14_2_1,lacivert,True,1,0.2,0.2066115702479339
doc_14_2_1,lacivert,True,2,0.4,0.4287190082644628
doc_14_2_1,lacivert,True,3,0.6,0.5971074380165289
doc_14_2_1,lacivert,True,4,0.8,0.8460743801652892
doc_14_2_1,lacivert,True,5,1.0,1.0
doc_14_5_0,acik_ten,False,0,0.0,0.0
doc_14_5_0,acik_ten,False,1,0.2,0.19387755102040816
doc_14_5_0,acik_ten,False,2,0.4,0.4025974025974026
doc_14_5_0,acik_ten,False,3,0.6,0.5909090909090909
doc_14_5_0,acik_ten,False,4,0.8,0.813543599257885
doc_14_5_0,acik_ten,False,5,1.0,1.0
doc_14_5_0,acik_ten,True,0,0.0,0.0
doc_14_5_0,acik_ten,True,1,0.2,0.19387755102040816
doc_14_5_0,acik_ten,True,2,0.4,0.400278293135436
doc_14_5_0,acik_ten,True,3,0.6,0.5992578849721707
doc_14_5_0,acik_ten,True,4,0.8,0.7959183673469388
doc_14_5_0,acik_ten,True,5,1.0,1.0
doc_14_5_0,orta_ten,False,0,0.0,0.0
doc_14_5_0,orta_ten,False,1,0.2,0.19387755102040816
doc_14_5_0,orta_ten,False,2,0.4,0.39239332096474955
doc_14_5_0,orta_ten,False,3,0.6,0.5992578849721707
doc_14_5_0,orta_ten,False,4,0.8,0.7959183673469388
doc_14_5_0,orta_ten,False,5,1.0,1.0
doc_14_5_0,orta_ten,True,0,0.0,0.0
doc_14_5_0,orta_ten,True,1,0.2,0.20408163265306123
doc_14_5_0,orta_ten,True,2,0.4,0.4025974025974026
doc_14_5_0,orta_ten,True,3,0.6,0.5992578849721707
doc_14_5_0,orta_ten,True,4,0.8,0.8163265306122449
doc_14_5_0,orta_ten,True,5,1.0,1.0
doc_14_5_0,koyu_ten,False,0,0.0,0.0
doc_14_5_0,koyu_ten,False,1,0.2,0.19805194805194806
doc_14_5_0,koyu_ten,False,2,0.4,0.4165120593692022
doc_14_5_0,koyu_ten,False,3,0.6,0.6331168831168831
doc_14_5_0,koyu_ten,False,4,0.8,0.8344155844155844
doc_14_5_0,koyu_ten,False,5,1.0,1.0
doc_14_5_0,koyu_ten,True,0,0.0,0.0
doc_14_5_0,koyu_ten,True,1,0.2,0.2101113172541744
doc_14_5_0,koyu_ten,True,2,0.4,0.41883116883116883
doc_14_5_0,koyu_ten,True,3,0.6,0.6150278293135436
doc_14_5_0,koyu_ten,True,4,0.8,0.8348794063079777
doc_14_5_0,koyu_ten,True,5,1.0,1.0
doc_14_5_0,turkuaz,False,0,0.0,0.0
doc_14_5_0,turkuaz,False,1,0.2,0.010667903525046383
doc_14_5_0,turkuaz,False,2,0.4,0.02458256029684601
doc_14_5_0,turkuaz,False,3,0.6,0.015769944341372914
doc_14_5_0,turkuaz,False,4,0.8,0.02365491651205937
doc_14_5_0,turkuaz,False,5,1.0,0.0
doc_14_5_0,turkuaz,True,0,0.0,0.0
doc_14_5_0,turkuaz,True,1,0.2,0.20269016697588127
doc_14_5_0,turkuaz,True,2,0.4,0.40166975881261596
doc_14_5_0,turkuaz,True,3,0.6,0.5992578849721707
doc_14_5_0,turkuaz,True,4,0.8,0.8153988868274582
doc_14_5_0,turkuaz,True,5,1.0,1.0
doc_14_5_0,lacivert,False,0,0.0,0.0
doc_14_5_0,lacivert,False,1,0.2,0.2036178107606679
doc_14_5_0,lacivert,False,2,0.4,0.4025974025974026
doc_14_5_0,lacivert,False,3,0.6,0.6159554730983302
doc_14_5_0,lacivert,False,4,0.8,0.814935064935065
doc_14_5_0,lacivert,False,5,1.0,1.0
doc_14_5_0,lacivert,True,0,0.0,0.0
doc_14_5_0,lacivert,True,1,0.2,0.20408163265306123
doc_14_5_0,lacivert,True,2,0.4,0.3942486085343228
doc_14_5_0,lacivert,True,3,0.6,0.6048237476808905
doc_14_5_0,lacivert,True,4,0.8,0.8163265306122449
doc_14_5_0,lacivert,True,5,1.0,1.0
doc_14_5_1,acik_ten,False,0,0.0,0.0
doc_14_5_1,acik_ten,False,1,0.2,0.19080338266384778
doc_14_5_1,acik_ten,False,2,0.4,0.4143763213530655
doc_14_5_1,acik_ten,False,3,0.6,0.6109936575052854
doc_14_5_1,acik_ten,False,4,0.8,0.8002114164904862
doc_14_5_1,acik_ten,False,5,1.0,1.0
doc_14_5_1,acik_ten,True,0,0.0,0.0
doc_14_5_1,acik_ten,True,1,0.2,0.1992600422832981
doc_14_5_1,acik_ten,True,2,0.4,0.40644820295983086
doc_14_5_1,acik_ten,True,3,0.6,0.5808668076109936
doc_14_5_1,acik_ten,True,4,0.8,0.8107822410147991
doc_14_5_1,acik_ten,True,5,1.0,1.0
doc_14_5_1,orta_ten,False,0,0.0,0.0
doc_14_5_1,orta_ten,False,1,0.2,0.20137420718816068
doc_14_5_1,orta_ten,False,2,0.4,0.4143763213530655
doc_14_5_1,orta_ten,False,3,0.6,0.6088794926004228
doc_14_5_1,orta_ten,False,4,0.8,0.806553911205074
doc_14_5_1,orta_ten,False,5,1.0,1.0
doc_14_5_1,orta_ten,True,0,0.0,0.0
doc_14_5_1,orta_ten,True,1,0.2,0.20084566596194503
doc_14_5_1,orta_ten,True,2,0.4,0.39904862579281186
doc_14_5_1,orta_ten,True,3,0.6,0.6109936575052854
doc_14_5_1,orta_ten,True,4,0.8,0.8144820295983086
doc_14_5_1,orta_ten,True,5,1.0,1.0
doc_14_5_1,koyu_ten,False,0,0.0,0.0
doc_14_5_1,koyu_ten,False,1,0.2,0.19608879492600423
doc_14_5_1,koyu_ten,False,2,0.4,0.4143763213530655
doc_14_5_1,koyu_ten,False,3,0.6,0.6136363636363636
doc_14_5_1,koyu_ten,False,4,0.8,0.8245243128964059
doc_14_5_1,koyu_ten,False,5,1.0,1.0
doc_14_5_1,koyu_ten,True,0,0.0,0.0
doc_14_5_1,koyu_ten,True,1,0.2,0.21141649048625794
doc_14_5_1,koyu_ten,True,2,0.4,0.39957716701902746
doc_14_5_1,koyu_ten,True,3,0.6,0.6109936575052854
doc_14_5_1,koyu_ten,True,4,0.8,0.8091966173361522
doc_14_5_1,koyu_ten,True,5,1.0,1.0
doc_14_5_1,turkuaz,False,0,0.0,0.0
doc_14_5_1,turkuaz,False,1,0.2,0.004228329809725159
doc_14_5_1,turkuaz,False,2,0.4,0.004228329809725159
doc_14_5_1,turkuaz,False,3,0.6,0.006342494714587738
doc_14_5_1,turkuaz,False,4,0.8,0.02061310782241015
doc_14_5_1,turkuaz,False,5,1.0,0.0
doc_14_5_1,turkuaz,True,0,0.0,0.0
doc_14_5_1,turkuaz,True,1,0.2,0.19714587737843553
doc_14_5_1,turkuaz,True,2,0.4,0.41226215644820297
doc_14_5_1,turkuaz,True,3,0.6,0.6109936575052854
doc_14_5_1,turkuaz,True,4,0.8,0.8054968287526427
doc_14_5_1,turkuaz,True,5,1.0,1.0
doc_14_5_1,lacivert,False,0,0.0,0.0
doc_14_5_1,lacivert,False,1,0.2,0.21035940803382663
doc_14_5_1,lacivert,False,2,0.4,0.39957716701902746
doc_14_5_1,lacivert,False,3,0.6,0.6242071881606766
doc_14_5_1,lacivert,False,4,0.8,0.8054968287526427
doc_14_5_1,lacivert,False,5,1.0,1.0
doc_14_5_1,lacivert,True,0,0.0,0.0
doc_14_5_1,lacivert,True,1,0.2,0.20983086680761098
doc_14_5_1,lacivert,True,2,0.4,0.41226215644820297
doc_14_5_1,lacivert,True,3,0.6,0.6109936575052854
doc_14_5_1,lacivert,True,4,0.8,0.8245243128964059
doc_14_5_1,lacivert,True,5,1.0,1.0
doc_20_2_0,acik_ten,False,0,0.0,0.0
doc_20_2_0,acik_ten,False,1,0.2,0.1909965034965035
doc_20_2_0,acik_ten,False,2,0.4,0.38461538461538464
doc_20_2_0,acik_ten,False,3,0.6,0.5944055944055944
doc_20_2_0,acik_ten,False,4,0.8,0.7963286713286714
doc_20_2_0,acik_ten,False,5,1.0,1.0
doc_20_2_0,acik_ten,True,0,0.0,0.0
doc_20_2_0,acik_ten,True,1,0.2,0.2006118881118881
doc_20_2_0,acik_ten,True,2,0.4,0.40384615384615385
doc_20_2_0,acik_ten,True,3,0.6,0.5944055944055944
doc_20_2_0,acik_ten,True,4,0.8,0.7902097902097902
doc_20_2_0,acik_ten,True,5,1.0,1.0
doc_20_2_0,orta_ten,False,0,0.0,0.0
doc_20_2_0,orta_ten,False,1,0.2,0.19230769230769232
doc_20_2_0,orta_ten,False,2,0.4,0.38024475524475526
doc_20_2_0,orta_ten,False,3,0.6,0.5944055944055944
doc_20_2_0,orta_ten,False,4,0.8,0.8216783216783217
doc_20_2_0,orta_ten,False,5,1.0,1.0
doc_20_2_0,orta_ten,True,0,0.0,0.0
doc_20_2_0,orta_ten,True,1,0.2,0.20104895104895104
doc_20_2_0,orta_ten,True,2,0.4,0.4020979020979021
doc_20_2_0,orta_ten,True,3,0.6,0.5948426573426573
doc_20_2_0,orta_ten,True,4,0.8,0.8208041958041958
doc_20_2_0,orta_ten,True,5,1.0,1.0
doc_20_2_0,koyu_ten,False,0,0.0,0.0
doc_20_2_0,koyu_ten,False,1,0.2,0.1979895104895105
doc_20_2_0,koyu_ten,False,2,0.4,0.40472027972027974
doc_20_2_0,koyu_ten,False,3,0.6,0.6031468531468531
doc_20_2_0,koyu_ten,False,4,0.8,0.8190559440559441
doc_20_2_0,koyu_ten,False,5,1.0,1.0
doc_20_2_0,koyu_ten,True,0,0.0,0.0
doc_20_2_0,koyu_ten,True,1,0.2,0.19667832167832167
doc_20_2_0,koyu_ten,True,2,0.4,0.40384615384615385
doc_20_2_0,koyu_ten,True,3,0.6,0.6101398601398601
doc_20_2_0,koyu_ten,True,4,0.8,0.7867132867132867
doc_20_2_0,koyu_ten,True,5,1.0,1.0
doc_20_2_0,turkuaz,False,0,0.0,0.0
doc_20_2_0,turkuaz,False,1,0.2,0.016608391608391608
doc_20_2_0,turkuaz,False,2,0.4,0.011363636363636364
doc_20_2_0,turkuaz,False,3,0.6,0.017482517482517484
doc_20_2_0,turkuaz,False,4,0.8,0.07386363636363637
doc_20_2_0,turkuaz,False,5,1.0,0.0
doc_20_2_0,turkuaz,True,0,0.0,0.0
doc_20_2_0,turkuaz,True,1,0.2,0.194493006993007
doc_20_2_0,turkuaz,True,2,0.4,0.40384615384615385
doc_20_2_0,turkuaz,True,3,0.6,0.6075174825174825
doc_20_2_0,turkuaz,True,4,0.8,0.7888986013986014
doc_20_2_0,turkuaz,True,5,1.0,1.0
doc_20_2_0,lacivert,False,0,0.0,0.0
doc_20_2_0,lacivert,False,1,0.2,0.20804195804195805
doc_20_2_0,lacivert,False,2,0.4,0.4007867132867133
doc_20_2_0,lacivert,False,3,0.6,0.6092657342657343
doc_20_2_0,lacivert,False,4,0.8,0.8146853146853147
doc_20_2_0,lacivert,False,5,1.0,1.0
doc_20_2_0,lacivert,True,0,0.0,0.0
doc_20_2_0,lacivert,True,1,0.2,0.1993006993006993
doc_20_2_0,lacivert,True,2,0.4,0.4012237762237762
doc_20_2_0,lacivert,True,3,0.6,0.6092657342657343
doc_20_2_0,lacivert,True,4,0.8,0.8020104895104895
doc_20_2_0,lacivert,True,5,1.0,1.0
doc_20_2_1,acik_ten,False,0,0.0,0.0
doc_20_2_1,acik_ten,False,1,0.2,0.19027484143763213
doc_20_2_1,acik_ten,False,2,0.4,0.39957716701902746
doc_20_2_1,acik_ten,False,3,0.6,0.580338266384778
doc_20_2_1,acik_ten,False,4,0.8,0.8039112050739958
doc_20_2_1,acik_ten,False,5,1.0,1.0
doc_20_2_1,acik_ten,True,0,0.0,0.0
doc_20_2_1,acik_ten,True,1,0.2,0.19080338266384778
doc_20_2_1,acik_ten,True,2,0.4,0.38530655391120505
doc_20_2_1,acik_ten,True,3,0.6,0.5771670190274841
doc_20_2_1,acik_ten,True,4,0.8,0.7832980972515856
doc_20_2_1,acik_ten,True,5,1.0,1.0
doc_20_2_1,orta_ten,False,0,0.0,0.0
doc_20_2_1,orta_ten,False,1,0.2,0.20665961945031713
doc_20_2_1,orta_ten,False,2,0.4,0.4080338266384778
doc_20_2_1,orta_ten,False,3,0.6,0.5930232558139535
doc_20_2_1,orta_ten,False,4,0.8,0.8044397463002114
doc_20_2_1,orta_ten,False,5,1.0,1.0
doc_20_2_1,orta_ten,True,0,0.0,0.0
doc_20_2_1,orta_ten,True,1,0.2,0.20084566596194503
doc_20_2_1,orta_ten,True,2,0.4,0.40856236786469347
doc_20_2_1,orta_ten,True,3,0.6,0.5893234672304439
doc_20_2_1,orta_ten,True,4,0.8,0.7906976744186046
doc_20_2_1,orta_ten,True,5,1.0,1.0
doc_20_2_1,koyu_ten,False,0,0.0,0.0
doc_20_2_1,koyu_ten,False,1,0.2,0.20084566596194503
doc_20_2_1,koyu_ten,False,2,0.4,0.39957716701902746
doc_20_2_1,koyu_ten,False,3,0.6,0.6109936575052854
doc_20_2_1,koyu_ten,False,4,0.8,0.8107822410147991
doc_20_2_1,koyu_ten,False,5,1.0,1.0
doc_20_2_1,koyu_ten,True,0,0.0,0.0
doc_20_2_1,koyu_ten,True,1,0.2,0.20718816067653276
doc_20_2_1,koyu_ten,True,2,0.4,0.3985200845665962
doc_20_2_1,koyu_ten,True,3,0.6,0.6062367864693446
doc_20_2_1,koyu_ten,True,4,0.8,0.821353065539112
doc_20_2_1,koyu_ten,True,5,1.0,1.0
doc_20_2_1,turkuaz,False,0,0.0,0.0
doc_20_2_1,turkuaz,False,1,0.2,0.0036997885835095136
doc_20_2_1,turkuaz,False,2,0.4,0.0
doc_20_2_1,turkuaz,False,3,0.6,0.022727272727272728
doc_20_2_1,turkuaz,False,4,0.8,0.0
doc_20_2_1,turkuaz,False,5,1.0,0.0
doc_20_2_1,turkuaz,True,0,0.0,0.0
doc_20_2_1,turkuaz,True,1,0.2,0.19873150105708245
doc_20_2_1,turkuaz,True,2,0.4,0.4117336152219873
doc_20_2_1,turkuaz,True,3,0.6,0.6014799154334038
doc_20_2_1,turkuaz,True,4,0.8,0.8039112050739958
doc_20_2_1,turkuaz,True,5,1.0,1.0
doc_20_2_1,lacivert,False,0,0.0,0.0
doc_20_2_1,lacivert,False,1,0.2,0.20665961945031713
doc_20_2_1,lacivert,False,2,0.4,0.4138477801268499
doc_20_2_1,lacivert,False,3,0.6,0.6109936575052854
doc_20_2_1,lacivert,False,4,0.8,0.8202959830866807
doc_20_2_1,lacivert,False,5,1.0,1.0
doc_20_2_1,lacivert,True,0,0.0,0.0
doc_20_2_1,lacivert,True,1,0.2,0.1992600422832981
doc_20_2_1,lacivert,True,2,0.4,0.38953488372093026
doc_20_2_1,lacivert,True,3,0.6,0.6199788583509513
doc_20_2_1,lacivert,True,4,0.8,0.8208245243128964
doc_20_2_1,lacivert,True,5,1.0,1.0
